 Copyright (C) 2011 ASIP Solutions, Inc. All rights reserved. 
6/29/21 4:03 AM : Query "function(adpcmdecode,synthesis,bit_width=32)" finished as normally.
6/29/21 4:03 AM : Query "portinfo(adpcmdecode,synthesis,bit_width=32)" finished as normally.
6/29/21 4:03 AM : Query "shape(area,adpcmdecode,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 4:03 AM : Query "timing(delay,adpcmdecode,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 4:03 AM : Query "power(power,adpcmdecode,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 4:03 AM : Query "function(adpcm,synthesis,bit_width=32)" finished as normally.
6/29/21 4:03 AM : Query "portinfo(adpcm,synthesis,bit_width=32)" finished as normally.
6/29/21 4:03 AM : Query "shape(area,adpcm,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 4:03 AM : Query "timing(delay,adpcm,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 4:03 AM : Query "power(power,adpcm,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 4:03 AM : Query "function(clamp,synthesis,bit_width=32)" finished as normally.
6/29/21 4:03 AM : Query "portinfo(clamp,synthesis,bit_width=32)" finished as normally.
6/29/21 4:03 AM : Query "shape(area,clamp,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 4:03 AM : Query "timing(delay,clamp,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 4:03 AM : Query "power(power,clamp,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 4:04 AM : Query "function(index,synthesis,bit_width=32)" finished as normally.
6/29/21 4:04 AM : Query "portinfo(index,synthesis,bit_width=32)" finished as normally.
6/29/21 4:04 AM : Query "shape(area,index,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 4:04 AM : Query "timing(delay,index,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 4:04 AM : Query "power(power,index,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 4:04 AM : Query "function(stepsize,synthesis,bit_width=32)" finished as normally.
6/29/21 4:04 AM : Query "portinfo(stepsize,synthesis,bit_width=32)" finished as normally.
6/29/21 4:04 AM : Query "shape(area,stepsize,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 4:04 AM : Query "timing(delay,stepsize,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 4:04 AM : Query "power(power,stepsize,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 4:04 AM : Query "function(browregfile,synthesis,bit_width=32:num_register=32:num_read_port=4:num_write_port=2:num_bank=1)" finished as normally.
6/29/21 4:04 AM : Query "portinfo(browregfile,synthesis,bit_width=32:num_register=32:num_read_port=4:num_write_port=2:num_bank=1)" finished as normally.
6/29/21 4:04 AM : Query "shape(area,browregfile,synthesis,priority=area:bit_width=32:num_register=32:num_read_port=4:num_write_port=2:num_bank=1)" finished as normally.
6/29/21 4:04 AM : Query "timing(delay,browregfile,synthesis,priority=area:bit_width=32:num_register=32:num_read_port=4:num_write_port=2:num_bank=1)" finished as normally.
6/29/21 4:04 AM : Query "power(power,browregfile,synthesis,priority=area:bit_width=32:num_register=32:num_read_port=4:num_write_port=2:num_bank=1)" finished as normally.
6/29/21 4:05 AM : "Resource Declaration" save
6/29/21 4:05 AM : "Resource Declaration" complete.
6/29/21 4:05 AM : "Resource Declaration" finish browse.
6/29/21 4:05 AM : "Storage Spec" start edit.
6/29/21 4:06 AM : "Storage Spec" save
6/29/21 4:06 AM : "Storage Spec" complete.
6/29/21 4:06 AM : "Storage Spec" save
6/29/21 4:06 AM : "Storage Spec" finish browse.
6/29/21 4:07 AM : "Interface Definition" complete.
6/29/21 4:07 AM : "Interface Definition" start browse.
6/29/21 4:07 AM : "Interface Definition" finish browse.
6/29/21 4:07 AM : "Instruction Definition" start edit.
6/29/21 4:31 AM : "Instruction Definition" save
6/29/21 4:31 AM : "Instruction Definition" complete.
6/29/21 4:31 AM : "Instruction Definition" save
6/29/21 4:31 AM : "Instruction Definition" finish browse.
6/29/21 4:34 AM :  archest browstd32.arc browstd32_arc.log finished as normally.
6/29/21 4:34 AM : Load file "browstd32_arc.log".
6/29/21 4:34 AM : "Arch. Level Estimation" complete.
6/29/21 4:34 AM :  asm_translator asmdev browstd32 browstd32_asm.log finished as normally.
6/29/21 4:34 AM : Load file "browstd32_asm.log".
6/29/21 4:34 AM : "Assembler Generation" complete.
6/29/21 4:35 AM : "Instruction Definition" start browse.
6/29/21 4:36 AM : "Instruction Definition" re-edit.
6/29/21 4:38 AM : "Instruction Definition" save
6/29/21 4:38 AM : "Instruction Definition" complete.
6/29/21 4:38 AM : "Instruction Definition" save
6/29/21 4:38 AM : "Instruction Definition" finish browse.
6/29/21 4:38 AM :  archest browstd32.arc browstd32_arc.log finished as normally.
6/29/21 4:38 AM : Load file "browstd32_arc.log".
6/29/21 4:38 AM : "Arch. Level Estimation" complete.
6/29/21 4:38 AM :  asm_translator asmdev browstd32 browstd32_asm.log finished as normally.
6/29/21 4:38 AM : Load file "browstd32_asm.log".
6/29/21 4:38 AM : "Assembler Generation" complete.
6/29/21 4:38 AM : "Micro Op. Description" start edit.
6/29/21 4:39 AM : "Micro Op. Description" save
6/29/21 4:39 AM : "Micro Op. Description" complete.
6/29/21 4:39 AM : "Micro Op. Description" finish browse.
6/29/21 4:39 AM : "Instruction Definition" start browse.
6/29/21 4:39 AM : "Instruction Definition" re-edit.
6/29/21 4:46 AM : "Instruction Definition" save
6/29/21 4:46 AM : "Instruction Definition" complete.
6/29/21 4:46 AM : "Instruction Definition" save
6/29/21 4:46 AM : "Instruction Definition" finish browse.
6/29/21 4:46 AM :  archest browstd32.arc browstd32_arc.log finished as normally.
6/29/21 4:46 AM : Load file "browstd32_arc.log".
6/29/21 4:46 AM : "Arch. Level Estimation" complete.
6/29/21 4:46 AM :  asm_translator asmdev browstd32 browstd32_asm.log finished as normally.
6/29/21 4:46 AM : Load file "browstd32_asm.log".
6/29/21 4:46 AM : "Assembler Generation" complete.
6/29/21 4:46 AM : "Micro Op. Description" start edit.
6/29/21 4:59 AM : "Micro Op. Description" save
6/29/21 4:59 AM : "Micro Op. Description" complete.
6/29/21 4:59 AM : "Micro Op. Description" save
6/29/21 4:59 AM : "Micro Op. Description" finish browse.
6/29/21 4:59 AM :  modelgen syn browstd32 browstd32_mod.log VHDL finished as normally.
6/29/21 4:59 AM : Load file "browstd32_mod.log".
6/29/21 4:59 AM : "HDL Generation" complete.
6/29/21 5:00 AM : "Micro Op. Description" start browse.
6/29/21 5:00 AM : "Micro Op. Description" finish browse.
6/29/21 5:00 AM : Query "parameter(pcu,synthesis)" finished as normally.
6/29/21 5:00 AM : Query "parameter(register,synthesis)" finished as normally.
6/29/21 5:00 AM : Query "parameter(mifu,synthesis)" finished as normally.
6/29/21 5:00 AM : Query "parameter(mifu,synthesis)" finished as normally.
6/29/21 5:00 AM : Query "parameter(alu,synthesis)" finished as normally.
6/29/21 5:00 AM : Query "parameter(multiplier,synthesis)" finished as normally.
6/29/21 5:00 AM : Query "parameter(divider,synthesis)" finished as normally.
6/29/21 5:00 AM : Query "parameter(extender,synthesis)" finished as normally.
6/29/21 5:00 AM : Query "parameter(extender,synthesis)" finished as normally.
6/29/21 5:00 AM : Query "parameter(extender,synthesis)" finished as normally.
6/29/21 5:00 AM : Query "parameter(shifter,synthesis)" finished as normally.
6/29/21 5:00 AM : Query "parameter(wire_in,synthesis)" finished as normally.
6/29/21 5:00 AM : Query "parameter(wire_out,synthesis)" finished as normally.
6/29/21 5:00 AM : Query "parameter(register,synthesis)" finished as normally.
6/29/21 5:00 AM : Query "parameter(fwu,synthesis)" finished as normally.
6/29/21 5:00 AM : Query "parameter(fwu,synthesis)" finished as normally.
6/29/21 5:00 AM : Query "parameter(dummy_register,synthesis)" finished as normally.
6/29/21 5:00 AM : Query "parameter(browregfile,synthesis)" finished as normally.
6/29/21 5:00 AM : Query "parameter(extender,synthesis)" finished as normally.
6/29/21 5:00 AM : Query "parameter(stepsize,synthesis)" finished as normally.
6/29/21 5:00 AM : Query "parameter(index,synthesis)" finished as normally.
6/29/21 5:00 AM : Query "parameter(clamp,synthesis)" finished as normally.
6/29/21 5:00 AM : Query "parameter(adpcm,synthesis)" finished as normally.
6/29/21 5:00 AM : Query "parameter(adpcmdecode,synthesis)" finished as normally.
6/29/21 5:00 AM : Query "parameter(adpcmdecode2,synthesis)" finished as normally.
6/29/21 5:00 AM : "Resource Declaration" start browse.
6/29/21 5:00 AM : Query "function(adpcmdecode,synthesis,bit_width=32)" finished as normally.
6/29/21 5:00 AM : Query "portinfo(adpcmdecode,synthesis,bit_width=32)" finished as normally.
6/29/21 5:00 AM : Query "shape(area,adpcmdecode,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 5:00 AM : Query "timing(delay,adpcmdecode,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 5:00 AM : Query "power(power,adpcmdecode,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 5:00 AM : "Resource Declaration" re-edit.
6/29/21 5:00 AM : "Resource Declaration" save
6/29/21 5:00 AM : "Resource Declaration" complete.
6/29/21 5:00 AM : "Resource Declaration" save
6/29/21 5:00 AM : "Resource Declaration" finish browse.
6/29/21 5:00 AM : "Storage Spec" start edit.
6/29/21 5:01 AM : "Storage Spec" save
6/29/21 5:01 AM : "Storage Spec" finish edit.
6/29/21 5:01 AM : "Storage Spec" start edit.
6/29/21 5:01 AM : "Storage Spec" save
6/29/21 5:01 AM : "Storage Spec" complete.
6/29/21 5:01 AM : "Storage Spec" save
6/29/21 5:01 AM : "Storage Spec" finish browse.
6/29/21 5:01 AM : "Instruction Definition" start edit.
6/29/21 5:01 AM : "Instruction Definition" save
6/29/21 5:01 AM : "Instruction Definition" complete.
6/29/21 5:01 AM : "Instruction Definition" finish browse.
6/29/21 5:01 AM :  archest browstd32.arc browstd32_arc.log finished as normally.
6/29/21 5:01 AM : Load file "archest_err.log".
6/29/21 5:02 AM : Query "parameter(pcu,synthesis)" finished as normally.
6/29/21 5:02 AM : Query "parameter(register,synthesis)" finished as normally.
6/29/21 5:02 AM : Query "parameter(mifu,synthesis)" finished as normally.
6/29/21 5:02 AM : Query "parameter(mifu,synthesis)" finished as normally.
6/29/21 5:02 AM : Query "parameter(alu,synthesis)" finished as normally.
6/29/21 5:02 AM : Query "parameter(multiplier,synthesis)" finished as normally.
6/29/21 5:02 AM : Query "parameter(divider,synthesis)" finished as normally.
6/29/21 5:02 AM : Query "parameter(extender,synthesis)" finished as normally.
6/29/21 5:02 AM : Query "parameter(extender,synthesis)" finished as normally.
6/29/21 5:02 AM : Query "parameter(extender,synthesis)" finished as normally.
6/29/21 5:02 AM : Query "parameter(shifter,synthesis)" finished as normally.
6/29/21 5:02 AM : Query "parameter(wire_in,synthesis)" finished as normally.
6/29/21 5:02 AM : Query "parameter(wire_out,synthesis)" finished as normally.
6/29/21 5:02 AM : Query "parameter(register,synthesis)" finished as normally.
6/29/21 5:02 AM : Query "parameter(fwu,synthesis)" finished as normally.
6/29/21 5:02 AM : Query "parameter(fwu,synthesis)" finished as normally.
6/29/21 5:02 AM : Query "parameter(dummy_register,synthesis)" finished as normally.
6/29/21 5:02 AM : Query "parameter(browregfile,synthesis)" finished as normally.
6/29/21 5:02 AM : Query "parameter(extender,synthesis)" finished as normally.
6/29/21 5:02 AM : Query "parameter(stepsize,synthesis)" finished as normally.
6/29/21 5:02 AM : Query "parameter(index,synthesis)" finished as normally.
6/29/21 5:02 AM : Query "parameter(clamp,synthesis)" finished as normally.
6/29/21 5:02 AM : Query "parameter(adpcm,synthesis)" finished as normally.
6/29/21 5:02 AM : Query "parameter(adpcmdecode,synthesis)" finished as normally.
6/29/21 5:02 AM : Query "parameter(adpcmdecode2,synthesis)" finished as normally.
6/29/21 5:02 AM : "Resource Declaration" start browse.
6/29/21 5:02 AM : Query "function(stepsize,synthesis,bit_width=32)" finished as normally.
6/29/21 5:02 AM : Query "portinfo(stepsize,synthesis,bit_width=32)" finished as normally.
6/29/21 5:02 AM : Query "shape(area,stepsize,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 5:02 AM : Query "timing(delay,stepsize,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 5:02 AM : Query "power(power,stepsize,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 5:02 AM : "Resource Declaration" re-edit.
6/29/21 5:03 AM : Query "function(stepsize,synthesis,bit_width=4)" finished as normally.
6/29/21 5:03 AM : Query "portinfo(stepsize,synthesis,bit_width=4)" finished as normally.
6/29/21 5:03 AM : Query "shape(area,stepsize,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 5:03 AM : Query "timing(delay,stepsize,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 5:03 AM : Query "power(power,stepsize,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 5:03 AM : Query "function(index,synthesis,bit_width=32)" finished as normally.
6/29/21 5:03 AM : Query "portinfo(index,synthesis,bit_width=32)" finished as normally.
6/29/21 5:03 AM : Query "shape(area,index,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 5:03 AM : Query "timing(delay,index,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 5:03 AM : Query "power(power,index,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 5:03 AM : Query "function(index,synthesis,bit_width=4)" finished as normally.
6/29/21 5:03 AM : Query "portinfo(index,synthesis,bit_width=4)" finished as normally.
6/29/21 5:03 AM : Query "shape(area,index,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 5:03 AM : Query "timing(delay,index,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 5:03 AM : Query "power(power,index,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 5:03 AM : Query "function(index,synthesis,bit_width=4)" finished as normally.
6/29/21 5:03 AM : Query "portinfo(index,synthesis,bit_width=4)" finished as normally.
6/29/21 5:03 AM : Query "shape(area,index,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 5:03 AM : Query "timing(delay,index,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 5:03 AM : Query "power(power,index,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 5:03 AM : Query "function(clamp,synthesis,bit_width=32)" finished as normally.
6/29/21 5:03 AM : Query "portinfo(clamp,synthesis,bit_width=32)" finished as normally.
6/29/21 5:03 AM : Query "shape(area,clamp,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 5:03 AM : Query "timing(delay,clamp,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 5:03 AM : Query "power(power,clamp,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 5:03 AM : Query "function(clamp,synthesis,bit_width=4)" finished as normally.
6/29/21 5:03 AM : Query "portinfo(clamp,synthesis,bit_width=4)" finished as normally.
6/29/21 5:03 AM : Query "shape(area,clamp,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 5:03 AM : Query "timing(delay,clamp,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 5:03 AM : Query "power(power,clamp,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 5:03 AM : Query "function(clamp,synthesis,bit_width=4)" finished as normally.
6/29/21 5:03 AM : Query "portinfo(clamp,synthesis,bit_width=4)" finished as normally.
6/29/21 5:03 AM : Query "shape(area,clamp,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 5:03 AM : Query "timing(delay,clamp,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 5:03 AM : Query "power(power,clamp,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 5:04 AM : Query "function(adpcm,synthesis,bit_width=32)" finished as normally.
6/29/21 5:04 AM : Query "portinfo(adpcm,synthesis,bit_width=32)" finished as normally.
6/29/21 5:04 AM : Query "shape(area,adpcm,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 5:04 AM : Query "timing(delay,adpcm,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 5:04 AM : Query "power(power,adpcm,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 5:04 AM : Query "function(adpcm,synthesis,bit_width=4)" finished as normally.
6/29/21 5:04 AM : Query "portinfo(adpcm,synthesis,bit_width=4)" finished as normally.
6/29/21 5:04 AM : Query "shape(area,adpcm,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 5:04 AM : Query "timing(delay,adpcm,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 5:04 AM : Query "power(power,adpcm,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 5:04 AM : Query "function(adpcm,synthesis,bit_width=4)" finished as normally.
6/29/21 5:04 AM : Query "portinfo(adpcm,synthesis,bit_width=4)" finished as normally.
6/29/21 5:04 AM : Query "shape(area,adpcm,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 5:04 AM : Query "timing(delay,adpcm,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 5:04 AM : Query "power(power,adpcm,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 5:04 AM : Query "function(stepsize,synthesis,bit_width=4)" finished as normally.
6/29/21 5:04 AM : Query "portinfo(stepsize,synthesis,bit_width=4)" finished as normally.
6/29/21 5:04 AM : Query "shape(area,stepsize,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 5:04 AM : Query "timing(delay,stepsize,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 5:04 AM : Query "power(power,stepsize,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 5:04 AM : Query "function(stepsize,synthesis,bit_width=4)" finished as normally.
6/29/21 5:04 AM : Query "portinfo(stepsize,synthesis,bit_width=4)" finished as normally.
6/29/21 5:04 AM : Query "shape(area,stepsize,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 5:04 AM : Query "timing(delay,stepsize,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 5:04 AM : Query "power(power,stepsize,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 5:04 AM : "Resource Declaration" save
6/29/21 5:04 AM : "Resource Declaration" complete.
6/29/21 5:04 AM : "Resource Declaration" save
6/29/21 5:04 AM : "Resource Declaration" finish browse.
6/29/21 5:04 AM : "Storage Spec" start edit.
6/29/21 5:05 AM : "Storage Spec" save
6/29/21 5:05 AM : "Storage Spec" complete.
6/29/21 5:05 AM : "Storage Spec" save
6/29/21 5:05 AM : "Storage Spec" finish browse.
6/29/21 5:05 AM : "Interface Definition" start browse.
6/29/21 5:05 AM : "Interface Definition" save
6/29/21 5:05 AM : "Interface Definition" finish browse.
6/29/21 5:05 AM : "Instruction Definition" start edit.
6/29/21 5:05 AM : "Instruction Definition" save
6/29/21 5:05 AM : "Instruction Definition" complete.
6/29/21 5:05 AM : "Instruction Definition" finish browse.
6/29/21 5:06 AM :  archest browstd32.arc browstd32_arc.log finished as normally.
6/29/21 5:06 AM : Load file "archest_err.log".
6/29/21 5:06 AM :  asm_translator asmdev browstd32 browstd32_asm.log finished as normally.
6/29/21 5:06 AM : Load file "browstd32_asm.log".
6/29/21 5:06 AM : "Assembler Generation" complete.
6/29/21 5:06 AM : "Micro Op. Description" start edit.
6/29/21 5:06 AM : "Micro Op. Description" save
6/29/21 5:06 AM : "Micro Op. Description" complete.
6/29/21 5:06 AM : "Micro Op. Description" save
6/29/21 5:06 AM : "Micro Op. Description" finish browse.
6/29/21 5:06 AM :  modelgen sim browstd32 browstd32_mod.log VHDL finished as normally.
6/29/21 5:06 AM : Load file "browstd32_mod.log".
6/29/21 5:06 AM : "HDL Generation" complete.
6/29/21 5:07 AM : "Instruction Definition" start browse.
6/29/21 5:08 AM : "Instruction Definition" re-edit.
6/29/21 5:09 AM : "Instruction Definition" save
6/29/21 5:09 AM : "Instruction Definition" complete.
6/29/21 5:09 AM : "Instruction Definition" save
6/29/21 5:09 AM : "Instruction Definition" finish browse.
6/29/21 5:09 AM :  archest browstd32.arc browstd32_arc.log finished as normally.
6/29/21 5:09 AM : Load file "browstd32_arc.log".
6/29/21 5:09 AM : "Arch. Level Estimation" complete.
6/29/21 5:09 AM :  asm_translator asmdev browstd32 browstd32_asm.log finished as normally.
6/29/21 5:09 AM : Load file "browstd32_asm.log".
6/29/21 5:09 AM : "Assembler Generation" complete.
6/29/21 5:10 AM : "Micro Op. Description" start edit.
6/29/21 5:10 AM : "Micro Op. Description" save
6/29/21 5:10 AM : "Micro Op. Description" complete.
6/29/21 5:10 AM : "Micro Op. Description" save
6/29/21 5:10 AM : "Micro Op. Description" finish browse.
6/29/21 5:10 AM :  modelgen sim browstd32 browstd32_mod.log VHDL finished as normally.
6/29/21 5:10 AM : Load file "browstd32_mod.log".
6/29/21 5:10 AM : "HDL Generation" complete.
6/29/21 5:11 AM : "Micro Op. Description" start browse.
6/29/21 5:12 AM : "Micro Op. Description" re-edit.
6/29/21 5:13 AM : "Micro Op. Description" save
6/29/21 5:13 AM : "Micro Op. Description" complete.
6/29/21 5:13 AM : "Micro Op. Description" save
6/29/21 5:13 AM : "Micro Op. Description" finish browse.
6/29/21 5:13 AM :  modelgen sim browstd32 browstd32_mod.log VHDL finished as normally.
6/29/21 5:13 AM : Load file "browstd32_mod.log".
6/29/21 5:13 AM : "HDL Generation" complete.
6/29/21 5:14 AM : "Micro Op. Description" start browse.
6/29/21 5:15 AM : "Instruction Definition:READ ONLY" start browse.
6/29/21 5:15 AM : "Micro Op. Description" finish browse.
6/29/21 5:16 AM : "Instruction Definition:READ ONLY" finish browse.
6/29/21 5:16 AM : "Instruction Definition" start browse.
6/29/21 5:16 AM : "Instruction Definition" re-edit.
6/29/21 5:17 AM : "Instruction Definition" save
6/29/21 5:17 AM : "Instruction Definition" complete.
6/29/21 5:17 AM : "Instruction Definition" save
6/29/21 5:17 AM : "Instruction Definition" finish browse.
6/29/21 5:17 AM :  archest browstd32.arc browstd32_arc.log finished as normally.
6/29/21 5:17 AM : Load file "browstd32_arc.log".
6/29/21 5:17 AM : "Arch. Level Estimation" complete.
6/29/21 5:17 AM :  asm_translator asmdev browstd32 browstd32_asm.log finished as normally.
6/29/21 5:17 AM : Load file "browstd32_asm.log".
6/29/21 5:17 AM : "Assembler Generation" complete.
6/29/21 5:17 AM : "Micro Op. Description" start edit.
6/29/21 5:17 AM : "Micro Op. Description" save
6/29/21 5:17 AM : "Micro Op. Description" complete.
6/29/21 5:17 AM : "Micro Op. Description" save
6/29/21 5:17 AM : "Micro Op. Description" finish browse.
6/29/21 5:18 AM :  modelgen sim browstd32 browstd32_mod.log VHDL finished as normally.
6/29/21 5:18 AM : Load file "browstd32_mod.log".
6/29/21 5:18 AM : "HDL Generation" complete.
6/29/21 5:18 AM : "Micro Op. Description" start browse.
6/29/21 5:18 AM : "Micro Op. Description" re-edit.
6/29/21 5:19 AM : "Micro Op. Description" save
6/29/21 5:19 AM : "Micro Op. Description" complete.
6/29/21 5:19 AM : "Micro Op. Description" save
6/29/21 5:19 AM : "Micro Op. Description" finish browse.
6/29/21 5:19 AM :  modelgen sim browstd32 browstd32_mod.log VHDL finished as normally.
6/29/21 5:19 AM : Load file "browstd32_mod.log".
6/29/21 5:19 AM : "HDL Generation" complete.
6/29/21 5:19 AM : "Micro Op. Description" start browse.
6/29/21 5:20 AM : "Micro Op. Description" re-edit.
6/29/21 5:21 AM : "Micro Op. Description" save
6/29/21 5:21 AM : "Micro Op. Description" complete.
6/29/21 5:21 AM : "Micro Op. Description" save
6/29/21 5:21 AM : "Micro Op. Description" finish browse.
6/29/21 5:21 AM :  modelgen sim browstd32 browstd32_mod.log VHDL finished as normally.
6/29/21 5:21 AM : Load file "browstd32_mod.log".
6/29/21 5:21 AM : "HDL Generation" complete.
6/29/21 5:21 AM :  modelgen both browstd32 browstd32_mod.log VHDL finished as normally.
6/29/21 5:21 AM : Load file "browstd32_mod.log".
6/29/21 5:21 AM : "HDL Generation" complete.
6/29/21 5:28 AM : Save file "browstd32.pdb".
6/29/21 5:28 AM : "Main menu" quit.
6/29/21 5:29 AM : "Main menu" start.
6/29/21 5:29 AM : Load file "ASIPmeisterStd.ini".
6/29/21 5:29 AM : Load file "browstd32.pdb".
6/29/21 5:29 AM : Query "parameter(pcu,synthesis)" finished as normally.
6/29/21 5:29 AM : Query "parameter(register,synthesis)" finished as normally.
6/29/21 5:29 AM : Query "parameter(mifu,synthesis)" finished as normally.
6/29/21 5:29 AM : Query "parameter(mifu,synthesis)" finished as normally.
6/29/21 5:29 AM : Query "parameter(alu,synthesis)" finished as normally.
6/29/21 5:29 AM : Query "parameter(multiplier,synthesis)" finished as normally.
6/29/21 5:29 AM : Query "parameter(divider,synthesis)" finished as normally.
6/29/21 5:29 AM : Query "parameter(extender,synthesis)" finished as normally.
6/29/21 5:29 AM : Query "parameter(extender,synthesis)" finished as normally.
6/29/21 5:29 AM : Query "parameter(extender,synthesis)" finished as normally.
6/29/21 5:29 AM : Query "parameter(shifter,synthesis)" finished as normally.
6/29/21 5:29 AM : Query "parameter(wire_in,synthesis)" finished as normally.
6/29/21 5:29 AM : Query "parameter(wire_out,synthesis)" finished as normally.
6/29/21 5:29 AM : Query "parameter(register,synthesis)" finished as normally.
6/29/21 5:29 AM : Query "parameter(fwu,synthesis)" finished as normally.
6/29/21 5:29 AM : Query "parameter(fwu,synthesis)" finished as normally.
6/29/21 5:29 AM : Query "parameter(dummy_register,synthesis)" finished as normally.
6/29/21 5:29 AM : Query "parameter(browregfile,synthesis)" finished as normally.
6/29/21 5:29 AM : Query "parameter(extender,synthesis)" finished as normally.
6/29/21 5:29 AM : Query "parameter(stepsize,synthesis)" finished as normally.
6/29/21 5:29 AM : Query "parameter(index,synthesis)" finished as normally.
6/29/21 5:29 AM : Query "parameter(clamp,synthesis)" finished as normally.
6/29/21 5:29 AM : Query "parameter(adpcm,synthesis)" finished as normally.
6/29/21 5:29 AM : Query "parameter(adpcmdecode,synthesis)" finished as normally.
6/29/21 5:29 AM : Query "parameter(adpcmdecode2,synthesis)" finished as normally.
6/29/21 5:29 AM : "Resource Declaration" start browse.
6/29/21 5:30 AM : Query "function(adpcmdecode,synthesis,bit_width=32)" finished as normally.
6/29/21 5:30 AM : Query "portinfo(adpcmdecode,synthesis,bit_width=32)" finished as normally.
6/29/21 5:30 AM : Query "shape(area,adpcmdecode,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 5:30 AM : Query "timing(delay,adpcmdecode,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 5:30 AM : Query "power(power,adpcmdecode,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 5:30 AM : "Resource Declaration" re-edit.
6/29/21 5:30 AM : Query "function(browregfile,synthesis,bit_width=32:num_register=32:num_read_port=4:num_write_port=2:num_bank=1)" finished as normally.
6/29/21 5:30 AM : Query "portinfo(browregfile,synthesis,bit_width=32:num_register=32:num_read_port=4:num_write_port=2:num_bank=1)" finished as normally.
6/29/21 5:30 AM : Query "shape(area,browregfile,synthesis,priority=area:bit_width=32:num_register=32:num_read_port=4:num_write_port=2:num_bank=1)" finished as normally.
6/29/21 5:30 AM : Query "timing(delay,browregfile,synthesis,priority=area:bit_width=32:num_register=32:num_read_port=4:num_write_port=2:num_bank=1)" finished as normally.
6/29/21 5:30 AM : Query "power(power,browregfile,synthesis,priority=area:bit_width=32:num_register=32:num_read_port=4:num_write_port=2:num_bank=1)" finished as normally.
6/29/21 5:31 AM : Query "function(browregfile,synthesis,bit_width=32:num_register=32:num_read_port=4:num_write_port=4:num_bank=1)" finished as normally.
6/29/21 5:31 AM : Query "portinfo(browregfile,synthesis,bit_width=32:num_register=32:num_read_port=4:num_write_port=4:num_bank=1)" finished as normally.
